position_number,position_description,name,dob,nationality,value
45,Left Winger,Ashley Hunter,"Sep 29, 1995 (24)",England,£135k
28,Left Winger,Brandon Thomas-Asante,"Dec 29, 1998 (21)",England / Ghana,
32,Right Winger,Jake Jervis,"Sep 17, 1991 (28)",England,£135k
26,Second Striker,Bruno Andrade,"Oct 2, 1993 (26)",Portugal / Cape Verde,-
49,Centre-Forward,James Wilson,"Dec 1, 1995 (24)",England,£540k
11,Centre-Forward,Tom Elliott,"Nov 9, 1990 (29)",England,£360k
7,Centre-Forward,Luke Armstrong,"Jul 2, 1996 (23)",England,£135k
1,Goalkeeper,Richard O'Donnell,"Sep 12, 1988 (31)",England,£270k
31,Goalkeeper,Luke McGee,"Sep 2, 1995 (24)",England,£90k
30,Goalkeeper,George Sykes-Kenworthy,"Oct 1, 1999 (20)",England,
6,Centre-Back,Anthony O'Connor,"Oct 25, 1992 (27)",Ireland,£270k
5,Centre-Back,Ben Richards-Everton,"Oct 17, 1991 (28)",England,£135k
4,Centre-Back,Paudie O'Connor,"Jul 14, 1997 (22)",Ireland,£90k
3,Left-Back,Jackson Longridge,"Apr 12, 1995 (25)",Scotland,£270k
23,Left-Back,Connor Wood,"Jul 17, 1996 (23)",England,
22,Right-Back,Adam Henley,"Jun 14, 1994 (25)",Wales / United States,£158k
2,Right-Back,Kelvin Mellor,"Jan 25, 1991 (29)",England,£90k
28,Right-Back,Joe Riley,"Dec 6, 1996 (23)",England,£90k
-,Midfielder,Eliot Goldthorp,- (-),England,
21,Central Midfield,Hope Akpan,"Aug 14, 1991 (28)",Nigeria / England,£360k
8,Central Midfield,Jake Reeves,"May 30, 1993 (26)",England,£180k
18,Central Midfield,Jermaine Anderson,"May 16, 1996 (23)",England / Jamaica,£135k
24,Central Midfield,Daniel Devine,"Sep 4, 1997 (22)",England,£45k
11,Right Midfield,Zeli Ismail,"Dec 12, 1993 (26)",England / Albania,£90k
32,Right Midfield,Dylan Mottley-Henry,"Aug 2, 1997 (22)",England,£45k
29,Left Midfield,Chris Taylor,"Dec 20, 1986 (33)",England,£225k
7,Left Midfield,Harry Pritchard,"Apr 23, 1993 (26)",England,
27,Attacking Midfield,Jamie Devitt,"Jul 6, 1990 (29)",Ireland,£135k
26,Attacking Midfield,Callum Cooke,"Feb 21, 1997 (23)",England,£90k
19,Attacking Midfield,Dylan Connolly,"May 2, 1995 (24)",Ireland,
20,Left Winger,Glenn Middleton,"Jan 1, 2000 (20)",Scotland / England,£293k
17,Left Winger,Jordan Gibson,"Feb 28, 1998 (22)",England,
14,Second Striker,Shay McCartan,"May 18, 1994 (25)",Northern Ireland,£180k
9,Centre-Forward,Lee Novak,"Sep 28, 1988 (31)",England,£270k
10,Centre-Forward,Clayton Donaldson,"Feb 7, 1984 (36)",Jamaica / England,£270k
25,Centre-Forward,Kurtis Guthrie,"Apr 21, 1993 (26)",England / Jersey,£90k
1,Goalkeeper,Gary Woods,"Oct 1, 1990 (29)",England,£270k
20,Goalkeeper,Zeus de la Paz,"Mar 11, 1995 (25)",Curacao / Netherlands,-
31,Centre-Back,David Wheater,"Feb 14, 1987 (33)",England,£360k
29,Centre-Back,Tomas Egert,"Aug 1, 1994 (25)",Czech Republic,£90k
6,Centre-Back,Jamie Stott,"Dec 22, 1997 (22)",England,£45k
33,Centre-Back,Carl Piergianni,"May 3, 1992 (27)",England / Italy,£45k
3,Centre-Back,Alex Iacovitti,"Sep 2, 1997 (22)",Scotland / Italy,
57,Left-Back,Cameron Borthwick-Jackson,"Feb 2, 1997 (23)",England,£720k
2,Right-Back,Zak Mills,"May 28, 1992 (27)",England,£45k
34,Right-Back,Tom Hamer,"Nov 16, 1999 (20)",England,
25,Defensive Midfield,Chris McCann,"Jul 21, 1987 (32)",Ireland,£360k
17,Defensive Midfield,Christopher Missilou,"Jul 18, 1992 (27)",Congo / France,£45k
24,Defensive Midfield,Mohamad Sylla,"Dec 1, 1993 (26)",France / Mali,
10,Central Midfield,Mohamed Maouche,"Jan 10, 1993 (27)",France / Algeria,£495k
18,Central Midfield,Dylan Fage,"Mar 18, 1999 (21)",France,
23,Central Midfield,Christian N'Guessan,"Oct 20, 1998 (21)",England / Cote d'Ivoire,
7,Right Midfield,Johan Branger,"Jul 5, 1993 (26)",Gabon / France,
26,Left Midfield,Jonny Smith,"Jul 28, 1997 (22)",England / Ireland,
11,Left Winger,Gevaro Nepomuceno,"Nov 10, 1992 (27)",Curacao / Netherlands,£248k
8,Right Winger,Filipe Morais,"Nov 21, 1985 (34)",Portugal / England,£270k
21,Right Winger,Marvin Kokos,"Oct 12, 2000 (19)",France / Algeria,£270k
55,Right Winger,Zak Dearnley,"Sep 28, 1998 (21)",England,
19,Centre-Forward,Desire Segbe Azankpo,"May 6, 1993 (26)",Benin / France,£135k
54,Centre-Forward,Emmanuel Dieseruvwe,"Feb 20, 1995 (25)",England / Nigeria,£45k
27,Centre-Forward,Kielen Adams,"May 11, 2001 (18)",England,
56,Centre-Forward,Danny Rowe,"Jan 29, 1990 (30)",England,
13,Goalkeeper,Ian Lawlor,"Oct 27, 1994 (25)",Ireland,£90k
25,Goalkeeper,Jake Eastwood,"Oct 3, 1996 (23)",England,£90k
1,Goalkeeper,Rory Watson,"Feb 5, 1996 (24)",England,£45k
32,Centre-Back,Jacob Bedeau,"Dec 24, 1999 (20)",England,£405k
23,Centre-Back,Rory McArdle,"May 1, 1987 (32)",Northern Ireland / England,£270k
5,Centre-Back,Yann Songo'o,"Nov 17, 1991 (28)",Cameroon / France,£90k
6,Centre-Back,Andy Butler,"Nov 4, 1983 (36)",England,£90k
26,Centre-Back,Harrison McGahey,"Sep 26, 1995 (24)",England,£90k
3,Left-Back,Kgosi Ntlhe,"Feb 21, 1994 (26)",South Africa / England,£180k
28,Left-Back,Junior Brown,"May 7, 1989 (30)",England,£135k
16,Left-Back,Lewis Butroid,"Sep 17, 1998 (21)",England,£45k
14,Right-Back,James Perch,"Sep 28, 1985 (34)",England / Jamaica,£720k
2,Right-Back,Jordan Clarke,"Nov 19, 1991 (28)",England,£225k
22,Right-Back,Levi Sutton,"Mar 24, 1996 (24)",England,£45k
15,Right-Back,Jordan Gabriel,"Sep 25, 1998 (21)",England,
8,Defensive Midfield,James Horsfield,"Nov 30, 1995 (24)",England,£180k
27,Defensive Midfield,Regan Slater,"Sep 11, 1999 (20)",England,
43,Defensive Midfield,Ben Liddle,"Sep 21, 1998 (21)",England,
18,Attacking Midfield,Jordan Hallam,"Oct 6, 1998 (21)",England,
34,Attacking Midfield,Alfie Beestin,"Oct 1, 1997 (22)",England,
7,Left Winger,Ryan Colclough,"Dec 27, 1994 (25)",England,£180k
30,Left Winger,Abo Eisa,"Jan 5, 1996 (24)",England / Sudan,
20,Right Winger,Alex Gilliead,"Feb 11, 1996 (24)",England,£135k
10,Centre-Forward,Kevin van Veen,"Jun 1, 1991 (28)",Netherlands,£270k
29,Centre-Forward,George Miller,"Aug 11, 1998 (21)",England,£90k
33,Centre-Forward,Devarn Green,"Aug 26, 1996 (23)",England,
45,Centre-Forward,John McAtee,"Jul 23, 1999 (20)",England,
1,Goalkeeper,Lewis Ward,"Mar 5, 1997 (23)",England,
13,Goalkeeper,Jared Thompson,"Feb 23, 1999 (21)",Northern Ireland / England,
23,Goalkeeper,Jonny Maxted,"Sep 16, 1992 (27)",England,
16,Centre-Back,Gary Warren,"Aug 16, 1984 (35)",England,£270k
5,Centre-Back,Aaron Martin,"Sep 29, 1989 (30)",England,£180k
15,Centre-Back,Tom Parkes,"Jan 15, 1992 (28)",England,£135k
37,Centre-Back,Jordan Dyer,"Jan 18, 2000 (20)",England,
21,Left-Back,Dean Moxey,"Jan 14, 1986 (34)",England,£360k
3,Left-Back,Craig Woodman,"Dec 22, 1982 (37)",England,£135k
2,Right-Back,Pierce Sweeney,"Sep 11, 1994 (25)",Ireland,
20,Right-Back,Jayden Richardson,"Sep 4, 2000 (19)",England,
29,Midfielder,Harry Kite,"Jun 29, 2000 (19)",England,
30,Midfielder,Josh Key,"Nov 19, 1999 (20)",England,
36,Midfielder,James Dodd,"Nov 1, 2000 (19)",England,
4,Defensive Midfield,Nigel Atangana,"Sep 9, 1989 (30)",France / Cameroon,£90k
41,Defensive Midfield,Will Dean,"Aug 7, 2000 (19)",England,
8,Central Midfield,Nicky Law,"Mar 29, 1988 (32)",England,£270k
25,Central Midfield,Jake Taylor,"Dec 1, 1991 (28)",Wales / England,£180k
27,Central Midfield,Archie Collins,"Aug 31, 1999 (20)",England,
24,Left Midfield,Brennan Dickenson,"Feb 26, 1993 (27)",England,£90k
22,Left Midfield,Jack Sparkes,"Sep 29, 2000 (19)",England,
7,Attacking Midfield,Lee Martin,"Feb 9, 1987 (33)",England,£225k
17,Attacking Midfield,Matt Jay,"Feb 27, 1996 (24)",England,£45k
26,Attacking Midfield,Joel Randall,"Oct 29, 1999 (20)",England,
35,Forward,Ben Seymour,"Apr 16, 1999 (21)",England,
10,Left Winger,Lee Holmes,"Apr 2, 1987 (33)",England,£180k
11,Right Winger,Randell Williams,"Dec 30, 1996 (23)",England,
14,Centre-Forward,Nicky Ajose,"Oct 7, 1991 (28)",England / Nigeria,£540k
12,Centre-Forward,Ryan Bowman,"Nov 30, 1991 (28)",England,£293k
18,Centre-Forward,Alex Fisher,"Jun 30, 1990 (29)",England,£90k
99,Goalkeeper,Gianluigi Donnarumma,"Feb 25, 1999 (21)",Italy,£44.55m
1,Goalkeeper,Asmir Begovic,"Jun 20, 1987 (32)",Bosnia-Herzegovina / Canada,£2.16m
90,Goalkeeper,Antonio Donnarumma,"Jul 7, 1990 (29)",Italy,£360k
13,Centre-Back,Alessio Romagnoli,"Jan 12, 1995 (25)",Italy,£32.40m
22,Centre-Back,Mateo Musacchio,"Aug 26, 1990 (29)",Argentina / Italy,£8.10m
43,Centre-Back,Léo Duarte,"Jul 17, 1996 (23)",Brazil,£5.40m
24,Centre-Back,Simon Kjaer,"Mar 26, 1989 (31)",Denmark,£4.68m
46,Centre-Back,Matteo Gabbia,"Oct 21, 1999 (20)",Italy,£2.43m
19,Left-Back,Theo Hernández,"Oct 6, 1997 (22)",France / Spain,£28.80m
12,Right-Back,Andrea Conti,"Mar 2, 1994 (26)",Italy,£10.80m
2,Right-Back,Davide Calabria,"Dec 6, 1996 (23)",Italy,£8.55m
4,Defensive Midfield,Ismaël Bennacer,"Dec 1, 1997 (22)",Algeria / France,£15.75m
20,Defensive Midfield,Lucas Biglia,"Jan 30, 1986 (34)",Argentina / Italy,£2.52m
79,Central Midfield,Franck Kessié,"Dec 19, 1996 (23)",Cote d'Ivoire,£18.00m
5,Central Midfield,Giacomo Bonaventura,"Aug 22, 1989 (30)",Italy,£8.55m
33,Central Midfield,Rade Krunic,"Oct 7, 1993 (26)",Bosnia-Herzegovina,£5.85m
56,Right Midfield,Alexis Saelemaekers,"Jun 27, 1999 (20)",Belgium,£5.67m
93,Left Midfield,Diego Laxalt,"Feb 7, 1993 (27)",Uruguay / Italy,£4.95m
39,Attacking Midfield,Lucas Paquetá,"Aug 27, 1997 (22)",Brazil / Portugal,£20.25m
10,Left Winger,Hakan Calhanoglu,"Feb 8, 1994 (26)",Turkey / Germany,£13.05m
7,Right Winger,Samu Castillejo,"Jan 18, 1995 (25)",Spain,£9.90m
18,Second Striker,Ante Rebic,"Sep 21, 1993 (26)",Croatia,£21.60m
17,Centre-Forward,Rafael Leão,"Jun 10, 1999 (20)",Portugal / Angola,£18.00m
21,Centre-Forward,Zlatan Ibrahimovic,"Oct 3, 1981 (38)",Sweden / Bosnia-Herzegovina,£2.52m
13,Goalkeeper,Sacha Bastien,"Jan 22, 1995 (25)",France,£135k
1,Goalkeeper,Paul Farman,"Nov 2, 1989 (30)",England,
27,Centre-Back,Adam El-Abd,"Sep 11, 1984 (35)",Egypt / England,£270k
5,Centre-Back,Scott Cuthbert,"Jun 15, 1987 (32)",Scotland,£225k
31,Centre-Back,Ben Nugent,"Nov 28, 1993 (26)",England,£180k
15,Centre-Back,Terence Vancooten,"Dec 29, 1997 (22)",Guyana / England,
23,Centre-Back,Jack Smith,"Sep 15, 2001 (18)",England,
30,Centre-Back,Luis Fernandez,"Sep 28, 2001 (18)",England,
33,Left-Back,Tyler Denton,"Sep 6, 1995 (24)",England,£135k
3,Left-Back,Patrick Reading,"May 29, 1999 (20)",Scotland / England,
12,Right-Back,Canice Carroll,"Jan 26, 1999 (21)",Ireland / England,£90k
2,Right-Back,Luther Wildin,"Dec 3, 1997 (22)",Antigua and Barbuda / England,
4,Defensive Midfield,Paul Digby,"Feb 2, 1995 (25)",England,£135k
26,Defensive Midfield,Diaguely Dabo,"Aug 26, 1992 (27)",France / Senegal,£135k
-,Defensive Midfield,Arthur Iontton,"Dec 16, 2000 (19)",England,
6,Central Midfield,Tom Soares,"Jul 10, 1986 (33)",England / Barbados,£225k
18,Central Midfield,Dean Parrett,"Nov 16, 1991 (28)",England,£180k
8,Central Midfield,Joel Byrom,"Sep 4, 1986 (33)",England,£90k
39,Left Midfield,Joe Leesley,"Mar 29, 1994 (26)",England,
32,Attacking Midfield,Charlie Lakin,"May 8, 1999 (20)",England,£90k
7,Attacking Midfield,Charlie Carter,"Oct 25, 1996 (23)",England,
11,Right Winger,Emmanuel Sonupe,"Mar 21, 1996 (24)",England / Nigeria,
17,Right Winger,Joel Rollinson,"Nov 16, 1998 (21)",Australia / England,
42,Right Winger,Dan Kemp,"Jan 11, 1999 (21)",England,
25,Centre-Forward,Paul Taylor,"Oct 4, 1987 (32)",England,£225k
41,Centre-Forward,Simeon Jackson,"Mar 28, 1987 (33)",Canada / Jamaica,£225k
20,Centre-Forward,Jake Cassidy,"Feb 9, 1993 (27)",Wales,£180k
35,Centre-Forward,Craig Mackail-Smith,"Feb 25, 1984 (36)",Scotland / England,£180k
10,Centre-Forward,Ben Kennedy,"Jan 12, 1997 (23)",Northern Ireland,£113k
34,Centre-Forward,Elliott List,"May 12, 1997 (22)",England,£45k
38,Centre-Forward,Alex Revell,"Jul 7, 1983 (36)",England,-
9,Centre-Forward,Jason Cowley,"Oct 9, 1995 (24)",England,
19,Centre-Forward,Danny Newton,"Mar 18, 1991 (29)",England,
28,Centre-Forward,Ben Folami,"Jun 8, 1999 (20)",Australia,
44,Centre-Forward,David Parkhouse,"Oct 24, 1999 (20)",Northern Ireland,
1,Goalkeeper,David Cornell,"Mar 28, 1991 (29)",Wales,£180k
25,Goalkeeper,Steve Arnold,"Aug 22, 1989 (30)",England,£90k
38,Goalkeeper,Bradley Lashley,"Sep 12, 2000 (19)",England,
18,Defender,Michael Harding,"Oct 18, 2001 (18)",United States,
6,Centre-Back,Jordan Turnbull,"Oct 31, 1994 (25)",England,£225k
33,Centre-Back,Lloyd Jones,"Oct 7, 1995 (24)",England / Wales,£135k
5,Centre-Back,Charlie Goode,"Aug 3, 1995 (24)",England,£90k
16,Centre-Back,Scott Wharton,"Oct 3, 1997 (22)",England,£90k
15,Centre-Back,Jay Williams,"Oct 4, 2000 (19)",England,
24,Centre-Back,Ryan Hughes,"Apr 24, 2001 (18)",England,
3,Left-Back,Joe Martin,"Nov 29, 1988 (31)",England,£180k
23,Right-Back,Michael Harriman,"Oct 23, 1992 (27)",Ireland / England,£135k
2,Right-Back,Reece Hall-Johnson,"May 9, 1995 (24)",England / Jamaica,
4,Defensive Midfield,Alan McCormack,"Jan 10, 1984 (36)",Ireland,£270k
8,Defensive Midfield,Ryan Watson,"Jul 7, 1993 (26)",England,£45k
28,Defensive Midfield,Jack Newell,"Jan 22, 2001 (19)",England,
14,Central Midfield,Chris Lines,"Nov 30, 1985 (34)",England,£180k
17,Central Midfield,Shaun McWilliams,"Aug 14, 1998 (21)",England,£45k
12,Central Midfield,Scott Pollock,"Mar 13, 2001 (19)",England,
21,Central Midfield,James Olayinka,"Oct 5, 2000 (19)",England / Nigeria,
27,Central Midfield,Camron McWilliams,"Jun 13, 2001 (18)",England,
44,Right Midfield,Paul Anderson,"Jul 23, 1988 (31)",England,£315k
10,Right Midfield,Nicky Adams,"Oct 16, 1986 (33)",Wales / England,£180k
22,Attacking Midfield,Morgan Roberts,"Dec 20, 2000 (19)",England,
37,Attacking Midfield,Sean Whaler,"Jul 22, 2000 (19)",England,
45,Right Winger,Mark Marshall,"May 9, 1986 (33)",Jamaica / England,£180k
7,Second Striker,Sam Hoskins,"Feb 4, 1993 (27)",England,£180k
20,Second Striker,Matt Warburton,"May 24, 1992 (27)",England,
11,Centre-Forward,Andy Williams,"Aug 14, 1986 (33)",England,£225k
9,Centre-Forward,Harry Smith,"May 18, 1995 (24)",England,£45k
19,Centre-Forward,Vadaine Oliver,"Oct 21, 1991 (28)",England / Neukaledonien,£45k
39,Centre-Forward,Callum Morton,"Jan 19, 2000 (20)",England,
1,Goalkeeper,Michael Cooper,"Oct 8, 1999 (20)",England,
24,Goalkeeper,Alex Palmer,"Aug 10, 1996 (23)",England,
5,Centre-Back,Scott Wootton,"Sep 12, 1991 (28)",England,£270k
6,Centre-Back,Niall Canavan,"Apr 11, 1991 (29)",Ireland / England,£113k
4,Centre-Back,Will Aimson,"Jan 1, 1994 (26)",England,£68k
25,Centre-Back,Josh Grant,"Oct 11, 1998 (21)",England,
3,Left-Back,Gary Sawyer,"Jul 5, 1985 (34)",England,£225k
42,Midfielder,Jarvis Cleal,- (-),England,
20,Defensive Midfield,Adam Randell,"Oct 1, 2000 (19)",England,
30,Defensive Midfield,Tom Purrington,"Oct 24, 2000 (19)",England,
8,Central Midfield,Joe Edwards,"Oct 31, 1990 (29)",England,£225k
14,Central Midfield,Tyreeq Bakinson,"Oct 10, 1998 (21)",England,£225k
15,Central Midfield,Conor Grant,"Apr 18, 1995 (25)",England,£225k
7,Central Midfield,Antoni Sarcevic,"Mar 13, 1992 (28)",England / Serbia,£135k
26,Central Midfield,Michael Peck,"Mar 26, 2001 (19)",England,
10,Left Midfield,Danny Mayor,"Oct 18, 1990 (29)",England,£225k
21,Left Midfield,Callum McFadzean,"Jan 16, 1994 (26)",Scotland / England,£68k
32,Left Winger,George Cooper,"Oct 30, 1996 (23)",England,£90k
16,Right Winger,Joel Grant,"Aug 26, 1987 (32)",Jamaica / England,£225k
17,Right Winger,Byron Moore,"Aug 24, 1988 (31)",England / Jamaica,£135k
31,Right Winger,Luke Jephcott,"Jan 26, 2000 (20)",Wales / England,
9,Centre-Forward,Ryan Taylor,"May 4, 1988 (31)",England,£225k
18,Centre-Forward,Ryan Hardie,"Mar 17, 1997 (23)",Scotland,£225k
11,Centre-Forward,Dom Telford,"Dec 5, 1996 (23)",England,£90k
29,Centre-Forward,Alex Fletcher,"Feb 9, 1999 (21)",England,£45k
19,Centre-Forward,Klajdi Lolos,"Oct 6, 2000 (19)",Greece / Albania,
1,Goalkeeper,Dean Gerken,"May 22, 1985 (34)",England,£225k
29,Goalkeeper,Ethan Ross,"Mar 6, 1997 (23)",England,
32,Goalkeeper,Bailey Vose,"May 11, 1998 (21)",England,
18,Centre-Back,Tom Eastman,"Oct 21, 1991 (28)",England,£135k
5,Centre-Back,Luke Prosser,"May 28, 1988 (31)",England,£90k
6,Centre-Back,Omar Sowunmi,"Nov 7, 1995 (24)",England / Nigeria,£90k
19,Centre-Back,Ollie Kensdale,"Apr 20, 2000 (19)",England,
3,Left-Back,Cohen Bramall,"Apr 2, 1996 (24)",England,£225k
21,Left-Back,Ryan Clampin,"Jan 29, 1999 (21)",England,
22,Right-Back,Tafari Moore,"Jul 5, 1997 (22)",England / Jamaica,£180k
2,Right-Back,Ryan Jackson,"Jul 31, 1990 (29)",England,£135k
12,Right-Back,Miles Welch-Hayes,"Oct 25, 1996 (23)",England,£45k
17,Defensive Midfield,Cameron James,"Feb 11, 1998 (22)",England,
24,Central Midfield,Ben Stevenson,"Mar 23, 1997 (23)",England,£360k
8,Central Midfield,Harry Pell,"Oct 21, 1990 (29)",England,£90k
4,Central Midfield,Tom Lapslie,"Oct 5, 1995 (24)",England,£68k
14,Central Midfield,Brandon Comley,"Nov 18, 1995 (24)",Montserrat / England,
16,Central Midfield,Diaz Wright,"Feb 22, 1998 (22)",England,
15,Left Winger,Callum Harriott,"Mar 4, 1994 (26)",Guyana / England,£225k
26,Left Winger,Luke Gambin,"Mar 16, 1993 (27)",Malta / England,£180k
49,Left Winger,Kwame Poku,"Aug 11, 2001 (18)",England / Ghana,
11,Right Winger,Paris Cowan-Hall,"Oct 5, 1990 (29)",England / Jamaica,£135k
7,Right Winger,Courtney Senior,"Jun 30, 1997 (22)",England / Jamaica,
45,Centre-Forward,Frank Nouble,"Sep 24, 1991 (28)",England / Cote d'Ivoire,£225k
13,Centre-Forward,Theo Robinson,"Jan 22, 1989 (31)",Jamaica / England,£180k
9,Centre-Forward,Luke Norris,"Jun 3, 1993 (26)",England,£135k
1,Goalkeeper,Barry Roche,"Apr 6, 1982 (38)",Ireland,£225k
21,Goalkeeper,Mark Halstead,"Sep 17, 1990 (29)",England,£90k
37,Goalkeeper,Christoffer Mafoumbi,"Mar 3, 1994 (26)",Congo / France,£90k
25,Defender,Ibrahim Bakare,"May 7, 2002 (17)",England / Nigeria,
5,Centre-Back,Steven Old,"Feb 17, 1986 (34)",New Zealand / England,£180k
34,Centre-Back,Christian Mbulu,"Aug 6, 1996 (23)",England,£45k
12,Centre-Back,Ritchie Sutton,"Apr 29, 1986 (33)",England,£23k
14,Centre-Back,Tom Brewitt,"Feb 11, 1997 (23)",England,
16,Centre-Back,Sam Lavelle,"Oct 3, 1996 (23)",Scotland / England,
3,Left-Back,Luke Conlan,"Oct 31, 1994 (25)",Northern Ireland,£45k
33,Left-Back,Jordan Cranston,"Nov 11, 1993 (26)",Wales / England,£45k
2,Right-Back,Adam Buxton,"May 12, 1992 (27)",England,£45k
30,Right-Back,Ryan Cooney,"Feb 26, 2000 (20)",England,
32,Defensive Midfield,Toumani Diagouraga,"Jun 9, 1987 (32)",France / Mali,£360k
31,Defensive Midfield,Adam Phillips,"Jan 15, 1998 (22)",England,£68k
15,Central Midfield,Aaron Wildig,"Apr 15, 1992 (28)",England / Wales,£225k
6,Central Midfield,Andrew Tutte,"Sep 21, 1990 (29)",England,£113k
4,Central Midfield,Alex Kenyon,"Jul 17, 1992 (27)",England,£90k
20,Central Midfield,Lamin Jagne,"Oct 28, 1997 (22)",England / The Gambia,
7,Right Midfield,John O'Sullivan,"Sep 18, 1993 (26)",Ireland,£68k
19,Attacking Midfield,Carlos Mendes Gomes,"Nov 14, 1998 (21)",Spain / Senegal,
11,Left Winger,Kevin Ellison,"Feb 23, 1979 (41)",England,£135k
10,Centre-Forward,AJ Leitch-Smith,"Mar 6, 1990 (30)",England,£270k
29,Centre-Forward,Jordan Slew,"Sep 7, 1992 (27)",England / Jamaica,£225k
9,Centre-Forward,Cole Stockton,"Mar 13, 1994 (26)",England,£135k
24,Centre-Forward,Shaun Miller,"Sep 25, 1987 (32)",England,£90k
18,Centre-Forward,Rhys Oates,"Dec 4, 1994 (25)",England,£45k
26,Centre-Forward,Kyle Hawley,"May 11, 2000 (19)",England,
27,Centre-Forward,Harvey Bradbury,"Nov 9, 1998 (21)",England,
1,Goalkeeper,Adam Collin,"Dec 9, 1984 (35)",England,£225k
13,Goalkeeper,Marcus Dewhurst,"Mar 20, 2001 (19)",England,
22,Goalkeeper,Louis Gray,"Aug 11, 1995 (24)",Wales,
17,Centre-Back,Byron Webster,"Mar 31, 1987 (33)",England,£270k
27,Centre-Back,Nathaniel Knight-Percival,"Mar 31, 1987 (33)",England,£225k
5,Centre-Back,Jonathan Mellish,"Sep 19, 1997 (22)",England,
6,Centre-Back,Aaron Hayden,"Jan 16, 1997 (23)",England,
33,Centre-Back,Max Hunt,"May 1, 1999 (20)",England,
3,Left-Back,Jack Iredale,"May 2, 1996 (23)",Australia / Scotland,£225k
34,Left-Back,Nick Anderton,"Apr 22, 1996 (23)",England,£45k
14,Right-Back,Gethin Jones,"Oct 13, 1995 (24)",Wales / Australia,£225k
18,Midfielder,Josh Dixon,"Feb 7, 2001 (19)",England,
21,Defensive Midfield,Kelvin Etuhu,"May 30, 1988 (31)",Nigeria / England,£180k
8,Central Midfield,Mike Jones,"Aug 15, 1987 (32)",England,£180k
39,Central Midfield,Callum Guy,"Nov 25, 1996 (23)",England,£68k
28,Central Midfield,Mohammed Sagaf,"Nov 12, 1997 (22)",England / Somalia,£23k
12,Central Midfield,Elliot Watt,"Mar 11, 2000 (20)",Scotland / England,
19,Central Midfield,Jack Bridge,"Sep 21, 1995 (24)",England,
10,Attacking Midfield,Stefan Scougall,"Dec 7, 1992 (27)",Scotland,£270k
7,Left Winger,Nathan Thomas,"Sep 27, 1994 (25)",England,£225k
9,Right Winger,Lewis Alessandra,"Feb 8, 1989 (31)",England,£90k
40,Centre-Forward,Omari Patrick,"May 24, 1996 (23)",England,£90k
23,Centre-Forward,Joshua Kayode,"May 4, 2000 (19)",Nigeria,£45k
11,Centre-Forward,Harry McKirdy,"Mar 29, 1997 (23)",England,
24,Centre-Forward,Olufela Olomola,"Sep 5, 1997 (22)",England / Nigeria,
25,Centre-Forward,Ryan Loft,"Sep 14, 1997 (22)",England,
1,Goalkeeper,Scott Flinders,"Jun 12, 1986 (33)",England,£180k
33,Goalkeeper,Owen Evans,"Nov 28, 1996 (23)",Wales,£45k
22,Goalkeeper,Rhys Lovett,"May 15, 1997 (22)",England,£23k
15,Centre-Back,William Boyle,"Sep 1, 1995 (24)",England / Scotland,£135k
5,Centre-Back,Charlie Raglan,"Apr 28, 1993 (26)",England,£90k
26,Centre-Back,Jacob Greaves,"Sep 12, 2000 (19)",England,
3,Left-Back,Chris Hussey,"Jan 2, 1989 (31)",England,£225k
17,Left-Back,Josh Debayo,"Oct 17, 1996 (23)",Nigeria / England,
2,Right-Back,Sean Long,"May 2, 1995 (24)",Ireland,
23,Defensive Midfield,Rohan Ince,"Nov 8, 1992 (27)",England / Jamaica,£360k
4,Defensive Midfield,Ben Tozer,"Mar 1, 1990 (30)",England,£180k
7,Defensive Midfield,Conor Thomas,"Oct 29, 1993 (26)",England,£135k
8,Central Midfield,Chris Clements,"Feb 6, 1990 (30)",England,£135k
14,Central Midfield,Max Sheaf,"Mar 10, 2000 (20)",England,
21,Central Midfield,Jake Doyle-Hayes,"Dec 30, 1998 (21)",Ireland,
